               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,            0.018192,            0.012161,          0.00070015,             0.97682,             0.99155,             0.99058,             0.74557,            0.011958,           0.0081311,          6.6809e-05,           0.0074854,           0.0074854,           0.0074854
                 129,            0.018303,            0.012177,          0.00073899,              0.9771,             0.99179,             0.99067,             0.74607,            0.011954,           0.0081331,          6.6779e-05,           0.0074656,           0.0074656,           0.0074656
                 130,            0.018284,             0.01218,          0.00092992,              0.9773,             0.99117,             0.99065,              0.7462,            0.011949,           0.0081305,          6.6644e-05,           0.0074458,           0.0074458,           0.0074458
                 131,            0.018253,            0.012116,          0.00077557,             0.97792,             0.99082,             0.99064,             0.74611,            0.011943,           0.0081272,           6.605e-05,            0.007426,            0.007426,            0.007426
                 132,              0.0182,            0.012091,           0.0006634,             0.97729,             0.99073,             0.99063,             0.74614,            0.011936,           0.0081261,           6.597e-05,           0.0074062,           0.0074062,           0.0074062
                 133,            0.018075,            0.012057,          0.00082829,             0.97614,             0.99154,             0.99064,             0.74664,             0.01193,           0.0081253,          6.5572e-05,           0.0073864,           0.0073864,           0.0073864
                 134,            0.018017,            0.011904,          0.00055271,             0.97683,             0.99179,             0.99071,              0.7465,            0.011926,           0.0081242,          6.5353e-05,           0.0073666,           0.0073666,           0.0073666
                 135,            0.018407,            0.012313,          0.00086344,             0.97635,             0.99229,             0.99076,             0.74741,            0.011923,           0.0081245,          6.5407e-05,           0.0073468,           0.0073468,           0.0073468
                 136,            0.018036,            0.012141,          0.00082609,             0.97671,             0.99227,             0.99084,              0.7471,            0.011918,           0.0081227,          6.5067e-05,            0.007327,            0.007327,            0.007327
                 137,            0.018247,            0.012214,          0.00085771,             0.97685,             0.99244,             0.99087,             0.74703,            0.011915,           0.0081226,          6.4553e-05,           0.0073072,           0.0073072,           0.0073072
                 138,            0.018301,            0.012047,           0.0008201,             0.97686,             0.99202,             0.99092,             0.74686,            0.011911,           0.0081228,          6.4376e-05,           0.0072874,           0.0072874,           0.0072874
                 139,            0.018259,            0.012194,           0.0008101,             0.97683,             0.99183,             0.99094,             0.74646,            0.011907,           0.0081222,          6.4481e-05,           0.0072676,           0.0072676,           0.0072676
                 140,            0.018187,            0.012213,           0.0011121,             0.97782,             0.99084,             0.99096,             0.74679,            0.011907,           0.0081218,          6.4282e-05,           0.0072478,           0.0072478,           0.0072478
                 141,             0.01809,            0.012249,          0.00085585,             0.97778,             0.99083,             0.99095,             0.74664,            0.011906,           0.0081203,          6.3799e-05,            0.007228,            0.007228,            0.007228
                 142,            0.018094,            0.012238,          0.00067008,             0.97787,             0.99068,             0.99094,             0.74606,            0.011902,           0.0081197,          6.3571e-05,           0.0072082,           0.0072082,           0.0072082
                 143,            0.018024,            0.011987,          0.00058933,             0.97795,             0.99005,             0.99092,             0.74624,            0.011898,           0.0081188,          6.3223e-05,           0.0071884,           0.0071884,           0.0071884
                 144,            0.017927,            0.011953,          0.00075315,             0.97789,             0.99025,             0.99091,             0.74664,            0.011894,           0.0081181,          6.3192e-05,           0.0071686,           0.0071686,           0.0071686
                 145,            0.017909,            0.012071,          0.00066016,             0.97773,             0.99155,             0.99094,             0.74659,            0.011891,           0.0081179,          6.2785e-05,           0.0071488,           0.0071488,           0.0071488
                 146,            0.018079,            0.012079,          0.00063539,             0.97866,             0.99016,             0.99094,             0.74587,            0.011889,           0.0081181,          6.2843e-05,            0.007129,            0.007129,            0.007129
                 147,            0.017876,            0.011899,           0.0007288,             0.97868,             0.99045,             0.99096,             0.74664,            0.011886,           0.0081176,          6.2949e-05,           0.0071092,           0.0071092,           0.0071092
                 148,            0.017752,            0.011999,          0.00080024,             0.97886,             0.99026,             0.99095,              0.7465,            0.011883,           0.0081167,          6.2997e-05,           0.0070894,           0.0070894,           0.0070894
                 149,            0.017677,            0.011867,          0.00070755,             0.97858,             0.99017,             0.99094,             0.74636,             0.01188,           0.0081145,          6.2598e-05,           0.0070696,           0.0070696,           0.0070696
                 150,            0.018144,            0.012063,           0.0007649,             0.97832,             0.99115,             0.99096,             0.74638,            0.011878,            0.008114,          6.2229e-05,           0.0070498,           0.0070498,           0.0070498
                 151,            0.017897,            0.011955,          0.00077425,             0.97832,              0.9906,             0.99092,             0.74653,            0.011876,           0.0081131,          6.2033e-05,             0.00703,             0.00703,             0.00703
                 152,            0.018028,            0.012017,          0.00073155,             0.97831,             0.99031,             0.99097,             0.74701,            0.011877,           0.0081134,          6.1527e-05,           0.0070102,           0.0070102,           0.0070102
                 153,            0.017974,            0.011947,          0.00081918,               0.979,             0.99034,             0.99099,             0.74738,            0.011879,           0.0081149,          6.1063e-05,           0.0069904,           0.0069904,           0.0069904
                 154,            0.017809,            0.011905,          0.00078588,             0.97899,             0.98997,             0.99097,             0.74704,             0.01188,           0.0081156,          6.0993e-05,           0.0069706,           0.0069706,           0.0069706
                 155,            0.017933,            0.011934,          0.00068142,             0.97898,             0.98986,             0.99099,             0.74701,            0.011879,           0.0081155,          6.0872e-05,           0.0069508,           0.0069508,           0.0069508
                 156,            0.018032,             0.01198,          0.00079504,             0.97898,             0.98979,             0.99099,             0.74745,            0.011879,            0.008116,          6.0598e-05,            0.006931,            0.006931,            0.006931
                 157,            0.017822,            0.011929,          0.00073401,             0.97999,             0.98937,             0.99101,             0.74784,            0.011878,            0.008115,           6.042e-05,           0.0069112,           0.0069112,           0.0069112
                 158,             0.01777,            0.011907,          0.00081104,             0.97921,             0.98957,             0.99096,             0.74715,            0.011878,           0.0081148,          6.0182e-05,           0.0068914,           0.0068914,           0.0068914
                 159,            0.017623,            0.011775,          0.00067474,             0.97945,             0.98973,             0.99096,             0.74706,            0.011877,           0.0081152,          5.9899e-05,           0.0068716,           0.0068716,           0.0068716
                 160,            0.017732,             0.01181,           0.0005819,             0.97938,             0.98974,             0.99096,             0.74707,            0.011877,           0.0081148,          5.9527e-05,           0.0068518,           0.0068518,           0.0068518
                 161,            0.017798,            0.011726,           0.0007188,             0.97912,             0.98974,             0.99097,             0.74677,            0.011876,           0.0081159,          5.9217e-05,            0.006832,            0.006832,            0.006832
                 162,             0.01782,            0.011922,          0.00079385,             0.98072,             0.98852,             0.99094,             0.74705,            0.011877,           0.0081173,          5.9059e-05,           0.0068122,           0.0068122,           0.0068122
                 163,            0.018034,            0.012041,          0.00089267,             0.98065,             0.98854,             0.99093,             0.74684,            0.011877,            0.008118,          5.8891e-05,           0.0067924,           0.0067924,           0.0067924
                 164,            0.017765,            0.011802,          0.00071191,             0.98017,             0.98865,             0.99093,             0.74722,            0.011875,           0.0081182,          5.8823e-05,           0.0067726,           0.0067726,           0.0067726
                 165,            0.017632,            0.011835,          0.00083255,             0.97989,             0.98848,             0.99094,             0.74712,            0.011874,            0.008119,          5.8599e-05,           0.0067528,           0.0067528,           0.0067528
                 166,            0.017758,            0.011871,          0.00081665,             0.98034,             0.98858,             0.99101,             0.74763,            0.011873,           0.0081198,          5.8294e-05,            0.006733,            0.006733,            0.006733
                 167,            0.017759,            0.011925,          0.00076271,             0.98041,             0.98857,             0.99103,             0.74711,            0.011871,           0.0081199,          5.8021e-05,           0.0067132,           0.0067132,           0.0067132
                 168,            0.017806,            0.011961,          0.00066295,              0.9802,              0.9899,             0.99105,             0.74692,            0.011871,           0.0081201,          5.7805e-05,           0.0066934,           0.0066934,           0.0066934
                 169,            0.017653,            0.011739,          0.00062756,             0.98022,             0.98937,             0.99101,             0.74736,            0.011871,             0.00812,          5.7637e-05,           0.0066736,           0.0066736,           0.0066736
                 170,            0.017738,            0.011955,          0.00070238,             0.97998,             0.98937,             0.99099,             0.74743,            0.011871,           0.0081196,          5.7472e-05,           0.0066538,           0.0066538,           0.0066538
                 171,            0.017741,            0.011935,           0.0007669,             0.97954,             0.98945,             0.99096,             0.74697,            0.011872,           0.0081197,          5.7316e-05,            0.006634,            0.006634,            0.006634
                 172,            0.017722,            0.011926,          0.00069833,             0.97941,             0.98962,             0.99097,             0.74716,            0.011872,           0.0081205,          5.7232e-05,           0.0066142,           0.0066142,           0.0066142
                 173,             0.01742,             0.01168,          0.00061681,             0.97955,             0.98988,             0.99098,             0.74709,            0.011872,           0.0081206,           5.701e-05,           0.0065944,           0.0065944,           0.0065944
                 174,            0.017658,            0.011793,          0.00075911,             0.97975,             0.99006,             0.99099,              0.7473,            0.011872,           0.0081209,          5.6608e-05,           0.0065746,           0.0065746,           0.0065746
                 175,            0.017557,            0.011829,          0.00071046,             0.97978,                0.99,             0.99101,             0.74725,            0.011872,           0.0081205,          5.6403e-05,           0.0065548,           0.0065548,           0.0065548
                 176,            0.017535,            0.011719,          0.00079014,             0.97971,             0.99042,             0.99102,             0.74693,            0.011872,           0.0081205,           5.628e-05,            0.006535,            0.006535,            0.006535
                 177,            0.017621,             0.01172,          0.00061143,             0.97971,             0.99036,             0.99097,             0.74661,            0.011873,           0.0081216,          5.6213e-05,           0.0065152,           0.0065152,           0.0065152
                 178,            0.017488,            0.011727,          0.00079558,             0.97975,             0.99031,             0.99095,             0.74702,            0.011874,           0.0081231,          5.6183e-05,           0.0064954,           0.0064954,           0.0064954
                 179,            0.017572,            0.011816,          0.00072534,             0.97977,             0.99027,             0.99094,             0.74673,            0.011873,           0.0081235,          5.6193e-05,           0.0064756,           0.0064756,           0.0064756
                 180,             0.01726,            0.011506,          0.00049391,             0.97977,             0.99034,             0.99089,             0.74716,            0.011872,           0.0081235,          5.6202e-05,           0.0064558,           0.0064558,           0.0064558
                 181,            0.017507,            0.011873,          0.00079585,              0.9798,             0.99032,             0.99087,             0.74704,            0.011872,           0.0081236,          5.6224e-05,            0.006436,            0.006436,            0.006436
                 182,            0.017421,            0.011658,          0.00063968,             0.97977,             0.99035,             0.99083,              0.7471,             0.01187,           0.0081233,          5.6123e-05,           0.0064162,           0.0064162,           0.0064162
                 183,            0.017457,            0.011652,          0.00066772,             0.97975,             0.99035,             0.99082,             0.74729,             0.01187,           0.0081241,          5.6164e-05,           0.0063964,           0.0063964,           0.0063964
                 184,            0.017442,             0.01168,          0.00056767,             0.97963,              0.9901,             0.99078,             0.74729,            0.011868,           0.0081236,          5.6054e-05,           0.0063766,           0.0063766,           0.0063766
                 185,            0.017358,            0.011707,          0.00065728,              0.9797,             0.99002,             0.99077,             0.74743,            0.011867,           0.0081237,          5.6082e-05,           0.0063568,           0.0063568,           0.0063568
                 186,            0.017425,            0.011737,          0.00067845,             0.97994,             0.98982,             0.99072,             0.74727,            0.011868,           0.0081246,             5.6e-05,            0.006337,            0.006337,            0.006337
                 187,            0.017225,            0.011703,          0.00069644,             0.97982,              0.9899,              0.9907,             0.74742,            0.011868,           0.0081251,          5.5933e-05,           0.0063172,           0.0063172,           0.0063172
                 188,            0.017226,            0.011758,          0.00078044,             0.97988,             0.98989,             0.99068,             0.74733,            0.011867,           0.0081255,          5.5904e-05,           0.0062974,           0.0062974,           0.0062974
                 189,            0.017538,            0.011792,           0.0007162,             0.97988,             0.98985,             0.99066,             0.74751,            0.011867,           0.0081254,          5.5789e-05,           0.0062776,           0.0062776,           0.0062776
                 190,            0.017525,             0.01173,          0.00072052,             0.97992,             0.98981,             0.99066,             0.74751,            0.011869,           0.0081259,          5.5689e-05,           0.0062578,           0.0062578,           0.0062578
                 191,            0.017059,            0.011597,          0.00059136,             0.97993,             0.98977,             0.99062,             0.74762,            0.011869,           0.0081256,           5.546e-05,            0.006238,            0.006238,            0.006238
                 192,            0.017316,            0.011601,           0.0005928,             0.97994,              0.9897,              0.9906,             0.74764,            0.011869,           0.0081258,          5.5351e-05,           0.0062182,           0.0062182,           0.0062182
                 193,            0.017315,             0.01174,          0.00064011,             0.97983,             0.98976,             0.99058,             0.74753,            0.011868,           0.0081269,          5.5214e-05,           0.0061984,           0.0061984,           0.0061984
                 194,            0.017385,            0.011856,          0.00074456,             0.97971,             0.98975,             0.99058,             0.74744,            0.011871,           0.0081271,           5.514e-05,           0.0061786,           0.0061786,           0.0061786
                 195,            0.017371,            0.011688,          0.00058192,             0.97956,             0.98964,             0.99057,             0.74755,            0.011871,           0.0081269,          5.5155e-05,           0.0061588,           0.0061588,           0.0061588
                 196,            0.017396,             0.01175,          0.00074924,             0.97978,             0.98946,             0.99058,             0.74729,            0.011872,           0.0081271,          5.5094e-05,            0.006139,            0.006139,            0.006139
                 197,             0.01731,            0.011665,          0.00083384,             0.98026,             0.98915,              0.9906,             0.74766,            0.011874,           0.0081273,          5.5008e-05,           0.0061192,           0.0061192,           0.0061192
                 198,            0.017352,            0.011692,          0.00069463,             0.98034,             0.98913,             0.99062,             0.74776,            0.011875,           0.0081269,          5.4873e-05,           0.0060994,           0.0060994,           0.0060994
                 199,            0.017411,            0.011759,          0.00068448,             0.98077,             0.98944,             0.99066,              0.7475,            0.011877,           0.0081275,          5.4791e-05,           0.0060796,           0.0060796,           0.0060796
                 200,            0.017023,            0.011319,          0.00054139,             0.98084,             0.98928,             0.99066,             0.74713,            0.011878,           0.0081282,          5.4678e-05,           0.0060598,           0.0060598,           0.0060598
                 201,            0.017301,            0.011733,          0.00050258,             0.98084,             0.98937,             0.99066,             0.74716,             0.01188,           0.0081288,          5.4507e-05,             0.00604,             0.00604,             0.00604
                 202,            0.017169,            0.011564,          0.00065825,             0.98042,               0.989,             0.99066,             0.74675,            0.011881,           0.0081297,          5.4448e-05,           0.0060202,           0.0060202,           0.0060202
                 203,            0.016884,             0.01148,          0.00046086,             0.98077,             0.98947,             0.99067,             0.74662,            0.011881,           0.0081296,          5.4294e-05,           0.0060004,           0.0060004,           0.0060004
                 204,            0.016981,            0.011308,          0.00051816,             0.98117,             0.98978,             0.99067,             0.74687,            0.011882,           0.0081297,          5.4215e-05,           0.0059806,           0.0059806,           0.0059806
                 205,            0.017212,            0.011695,          0.00084594,             0.98045,             0.99037,             0.99066,             0.74656,            0.011883,           0.0081298,          5.4013e-05,           0.0059608,           0.0059608,           0.0059608
                 206,             0.01706,            0.011603,          0.00061236,             0.98061,             0.99028,             0.99065,             0.74681,            0.011885,            0.008131,          5.3934e-05,            0.005941,            0.005941,            0.005941
                 207,            0.017279,            0.011715,           0.0005524,                0.98,             0.98969,             0.99064,             0.74682,            0.011887,           0.0081315,          5.3643e-05,           0.0059212,           0.0059212,           0.0059212
                 208,            0.017162,            0.011639,          0.00060776,             0.98006,             0.98964,             0.99061,             0.74711,            0.011886,           0.0081318,          5.3327e-05,           0.0059014,           0.0059014,           0.0059014
                 209,            0.017209,            0.011493,          0.00062638,             0.98002,             0.98979,             0.99061,             0.74714,            0.011886,           0.0081314,           5.321e-05,           0.0058816,           0.0058816,           0.0058816
                 210,            0.017119,            0.011532,          0.00045461,             0.98059,              0.9897,             0.99059,              0.7469,            0.011885,            0.008131,          5.3062e-05,           0.0058618,           0.0058618,           0.0058618
                 211,            0.017157,            0.011412,          0.00062637,             0.98057,             0.98966,              0.9906,             0.74689,            0.011885,           0.0081309,          5.3023e-05,            0.005842,            0.005842,            0.005842
                 212,            0.017328,            0.011733,          0.00066892,             0.98011,              0.9898,              0.9906,             0.74638,            0.011886,           0.0081311,           5.293e-05,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017151,            0.011478,          0.00055237,             0.98012,             0.98974,              0.9906,             0.74641,            0.011886,           0.0081302,          5.2738e-05,           0.0058024,           0.0058024,           0.0058024
                 214,            0.016953,            0.011491,          0.00057331,             0.98016,             0.98974,             0.99059,             0.74647,            0.011885,           0.0081302,          5.2624e-05,           0.0057826,           0.0057826,           0.0057826
                 215,             0.01724,            0.011445,          0.00070711,             0.98021,             0.98974,             0.99058,             0.74641,            0.011886,           0.0081301,          5.2518e-05,           0.0057628,           0.0057628,           0.0057628
                 216,            0.017256,            0.011491,          0.00068587,             0.98047,             0.98974,             0.99053,             0.74645,            0.011885,           0.0081304,          5.2369e-05,            0.005743,            0.005743,            0.005743
                 217,            0.016771,            0.011418,           0.0005977,             0.98046,              0.9897,             0.99051,             0.74594,            0.011884,           0.0081304,          5.2239e-05,           0.0057232,           0.0057232,           0.0057232
                 218,            0.017238,            0.011548,           0.0006521,             0.98056,             0.98937,              0.9905,             0.74605,            0.011884,           0.0081309,          5.2088e-05,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017193,            0.011512,          0.00074625,             0.98053,             0.98937,             0.99045,             0.74576,            0.011885,           0.0081315,           5.194e-05,           0.0056836,           0.0056836,           0.0056836
                 220,            0.017309,            0.011538,          0.00071321,             0.98049,             0.98937,             0.99043,             0.74594,            0.011885,            0.008133,           5.182e-05,           0.0056638,           0.0056638,           0.0056638
                 221,            0.016852,            0.011451,          0.00059486,             0.98013,             0.98959,              0.9904,             0.74561,            0.011885,           0.0081329,          5.1802e-05,            0.005644,            0.005644,            0.005644
                 222,            0.016848,            0.011352,          0.00042845,             0.97832,             0.99158,             0.99042,              0.7457,            0.011885,           0.0081329,          5.1586e-05,           0.0056242,           0.0056242,           0.0056242
                 223,            0.016712,            0.011478,          0.00055337,             0.98044,             0.98937,             0.99043,             0.74587,            0.011886,           0.0081339,          5.1478e-05,           0.0056044,           0.0056044,           0.0056044
                 224,            0.016927,            0.011351,          0.00060584,             0.98038,             0.99003,             0.99044,             0.74551,            0.011887,           0.0081344,          5.1393e-05,           0.0055846,           0.0055846,           0.0055846
                 225,            0.016874,            0.011395,           0.0005031,             0.98038,             0.99018,             0.99043,             0.74546,            0.011888,           0.0081347,          5.1275e-05,           0.0055648,           0.0055648,           0.0055648
                 226,            0.016909,            0.011519,          0.00067603,             0.98037,             0.99026,             0.99041,             0.74551,            0.011888,           0.0081351,          5.1213e-05,            0.005545,            0.005545,            0.005545
                 227,            0.016843,            0.011442,          0.00055828,             0.98036,             0.99015,             0.99043,             0.74522,            0.011889,           0.0081356,          5.1102e-05,           0.0055252,           0.0055252,           0.0055252
                 228,            0.016931,            0.011303,           0.0006634,             0.98036,             0.99019,             0.99041,             0.74465,             0.01189,            0.008136,          5.1044e-05,           0.0055054,           0.0055054,           0.0055054
                 229,            0.016743,            0.011381,          0.00054464,             0.98035,             0.99031,             0.99042,             0.74511,             0.01189,           0.0081367,          5.0908e-05,           0.0054856,           0.0054856,           0.0054856
                 230,            0.016781,             0.01131,          0.00054333,             0.98034,              0.9904,             0.99042,              0.7455,             0.01189,           0.0081369,          5.0828e-05,           0.0054658,           0.0054658,           0.0054658
                 231,            0.016711,            0.011387,           0.0004495,             0.97894,             0.99128,              0.9904,              0.7455,            0.011889,           0.0081374,          5.0696e-05,            0.005446,            0.005446,            0.005446
                 232,            0.016935,            0.011548,          0.00071794,             0.97896,             0.99123,             0.99039,             0.74574,             0.01189,           0.0081377,          5.0612e-05,           0.0054262,           0.0054262,           0.0054262
                 233,            0.016706,            0.011338,          0.00054397,             0.97899,             0.99106,             0.99038,             0.74567,            0.011889,           0.0081385,          5.0415e-05,           0.0054064,           0.0054064,           0.0054064
                 234,            0.016715,            0.011199,          0.00054387,             0.97899,             0.99082,             0.99039,              0.7456,            0.011889,           0.0081389,          5.0325e-05,           0.0053866,           0.0053866,           0.0053866
                 235,            0.016705,              0.0114,          0.00060691,             0.97898,              0.9912,             0.99038,             0.74581,             0.01189,           0.0081398,          5.0284e-05,           0.0053668,           0.0053668,           0.0053668
                 236,             0.01661,            0.011412,          0.00041929,               0.979,             0.99117,              0.9904,             0.74585,            0.011891,           0.0081401,            5.02e-05,            0.005347,            0.005347,            0.005347
                 237,             0.01671,            0.011445,          0.00054499,              0.9789,             0.99118,             0.99043,             0.74568,            0.011892,           0.0081411,          5.0186e-05,           0.0053272,           0.0053272,           0.0053272
                 238,             0.01669,            0.011363,          0.00051493,             0.97871,             0.99175,             0.99041,             0.74587,            0.011892,            0.008142,          5.0141e-05,           0.0053074,           0.0053074,           0.0053074
                 239,            0.016428,            0.011197,           0.0005568,             0.97887,             0.99159,             0.99039,             0.74583,            0.011891,           0.0081424,          5.0032e-05,           0.0052876,           0.0052876,           0.0052876
                 240,            0.016552,              0.0113,          0.00055366,             0.97873,              0.9918,             0.99036,             0.74612,            0.011892,            0.008143,          4.9911e-05,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016521,            0.011364,          0.00059743,             0.97869,             0.99189,             0.99036,             0.74565,            0.011893,           0.0081439,          4.9791e-05,            0.005248,            0.005248,            0.005248
                 242,            0.016598,            0.011245,          0.00049808,             0.97833,             0.99191,             0.99035,             0.74582,            0.011894,           0.0081447,          4.9728e-05,           0.0052282,           0.0052282,           0.0052282
                 243,            0.016392,            0.011167,          0.00045337,             0.97831,             0.99198,             0.99033,             0.74608,            0.011895,            0.008146,          4.9658e-05,           0.0052084,           0.0052084,           0.0052084
                 244,            0.016453,            0.011181,          0.00054056,             0.97794,             0.99163,             0.99028,             0.74622,            0.011896,           0.0081475,          4.9664e-05,           0.0051886,           0.0051886,           0.0051886
                 245,            0.016485,            0.011309,          0.00052599,             0.97792,             0.99162,             0.99025,             0.74624,            0.011898,           0.0081485,           4.964e-05,           0.0051688,           0.0051688,           0.0051688
                 246,            0.016614,             0.01135,          0.00044517,             0.97755,             0.99126,             0.99004,              0.7464,            0.011898,           0.0081493,          4.9522e-05,            0.005149,            0.005149,            0.005149
                 247,            0.016292,            0.011101,          0.00056822,             0.97754,             0.99125,             0.99003,             0.74605,            0.011899,           0.0081501,           4.959e-05,           0.0051292,           0.0051292,           0.0051292
                 248,            0.016485,            0.011226,          0.00050151,             0.97751,             0.99125,             0.99002,             0.74606,            0.011899,           0.0081505,          4.9471e-05,           0.0051094,           0.0051094,           0.0051094
                 249,            0.016497,            0.011233,           0.0005758,             0.97754,             0.99124,             0.99004,             0.74592,            0.011902,            0.008151,          4.9432e-05,           0.0050896,           0.0050896,           0.0050896
                 250,            0.016385,            0.011086,          0.00053868,             0.97791,             0.99159,             0.99026,             0.74585,            0.011902,           0.0081521,          4.9365e-05,           0.0050698,           0.0050698,           0.0050698
                 251,            0.016356,            0.011173,          0.00056365,             0.97792,             0.99159,             0.99025,             0.74601,            0.011902,           0.0081531,          4.9311e-05,             0.00505,             0.00505,             0.00505
                 252,            0.016435,             0.01117,          0.00047513,              0.9776,             0.99116,             0.99004,             0.74594,            0.011904,           0.0081539,          4.9258e-05,           0.0050302,           0.0050302,           0.0050302
                 253,            0.016662,            0.011326,          0.00069688,             0.97759,              0.9911,             0.99003,             0.74581,            0.011904,           0.0081545,          4.9188e-05,           0.0050104,           0.0050104,           0.0050104
                 254,            0.016511,            0.011189,          0.00057405,             0.97764,              0.9909,             0.99003,             0.74569,            0.011905,           0.0081553,          4.9103e-05,           0.0049906,           0.0049906,           0.0049906
                 255,            0.016497,             0.01122,          0.00043469,             0.97763,             0.99095,             0.99004,             0.74602,            0.011907,           0.0081561,           4.899e-05,           0.0049708,           0.0049708,           0.0049708
                 256,            0.016302,            0.011123,          0.00045989,             0.97764,             0.99096,             0.99005,             0.74564,            0.011909,           0.0081571,          4.8906e-05,            0.004951,            0.004951,            0.004951
                 257,            0.016426,            0.011177,          0.00057706,             0.97799,             0.99125,             0.99032,             0.74616,            0.011911,           0.0081587,           4.903e-05,           0.0049312,           0.0049312,           0.0049312
